stat.question_id,stat.frontend_question_id,stat.question__title,stat.question__title_slug,stat.total_acs,stat.total_submitted
2013,1883,Minimum Skips to Arrive at Meeting On Time,minimum-skips-to-arrive-at-meeting-on-time,6792,17986
2008,1896,Minimum Cost to Change the Final Value of Expression,minimum-cost-to-change-the-final-value-of-expression,4004,7404
2002,1872,Stone Game VIII,stone-game-viii,9254,17519
1996,1866,Number of Ways to Rearrange Sticks With K Sticks Visible,number-of-ways-to-rearrange-sticks-with-k-sticks-visible,14088,24692
1989,1879,Minimum XOR Sum of Two Arrays,minimum-xor-sum-of-two-arrays,13733,29127
1986,1857,Largest Color Value in a Directed Graph,largest-color-value-in-a-directed-graph,64387,128162
1977,1851,Minimum Interval to Include Each Query,minimum-interval-to-include-each-query,31949,64663
1968,1840,Maximum Building Height,maximum-building-height,7148,19833
1963,1835,Find XOR Sum of All Pairs Bitwise AND,find-xor-sum-of-all-pairs-bitwise-and,19090,31289
1957,1847,Closest Room,closest-room,8883,23630
1953,1825,Finding MK Average,finding-mk-average,17221,46326
1947,1819,Number of Different Subsequences GCDs,number-of-different-subsequences-gcds,8936,22035
1941,1830,Minimum Number of Operations to Make String Sorted,minimum-number-of-operations-to-make-string-sorted,3837,7785
1936,1808,Maximize Number of Nice Divisors,maximize-number-of-nice-divisors,6819,20866
1924,1815,Maximum Number of Groups Getting Fresh Donuts,maximum-number-of-groups-getting-fresh-donuts,6481,16239
1918,1793,Maximum Score of a Good Subarray,maximum-score-of-a-good-subarray,73171,113654
1913,1787,Make the XOR of All Segments Equal to Zero,make-the-xor-of-all-segments-equal-to-zero,5131,13017
1907,1803,Count Pairs With XOR in a Range,count-pairs-with-xor-in-a-range,9048,18808
1906,1799,Maximize Score After N Operations,maximize-score-after-n-operations,59346,102710
1902,1776,Car Fleet II,car-fleet-ii,25253,46037
1897,1771,Maximize Palindrome Length From Subsequences,maximize-palindrome-length-from-subsequences,10917,30249
1896,1770,Maximum Score from Performing Multiplication Operations,maximum-score-from-performing-multiplication-operations,110119,274750
1891,1782,Count Pairs Of Nodes,count-pairs-of-nodes,6646,16646
1887,1761,Minimum Degree of a Connected Trio in a Graph,minimum-degree-of-a-connected-trio-in-a-graph,22557,53374
1881,1755,Closest Subsequence Sum,closest-subsequence-sum,17012,43585
1875,1766,Tree of Coprimes,tree-of-coprimes,9457,23192
1871,1745,Palindrome Partitioning IV,palindrome-partitioning-iv,24137,54416
1861,1739,Building Boxes,building-boxes,7109,13616
1851,1751,Maximum Number of Events That Can Be Attended II,maximum-number-of-events-that-can-be-attended-ii,74265,120088
1836,1735,Count Ways to Make Array With Product,count-ways-to-make-array-with-product,5807,11323
1832,1713,Minimum Operations to Make a Subsequence,minimum-operations-to-make-a-subsequence,11163,23216
1826,1707,Maximum XOR With an Element From Array,maximum-xor-with-an-element-from-array,21534,43571
1825,1723,Find Minimum Time to Finish All Jobs,find-minimum-time-to-finish-all-jobs,26813,63249
1820,1719,Number Of Ways To Reconstruct A Tree,number-of-ways-to-reconstruct-a-tree,4295,9723
1815,1697,Checking Existence of Edge Length Limited Paths,checking-existence-of-edge-length-limited-paths,50149,80372
1805,1703,Minimum Adjacent Swaps for K Consecutive Ones,minimum-adjacent-swaps-for-k-consecutive-ones,10872,25246
1799,1681,Minimum Incompatibility,minimum-incompatibility,8269,21286
1794,1675,Minimize Deviation in Array,minimize-deviation-in-array,93640,173110
1789,1687,Delivering Boxes from Storage to Ports,delivering-boxes-from-storage-to-ports,6251,16083
1784,1665,Minimum Initial Energy to Finish Tasks,minimum-initial-energy-to-finish-tasks,17212,29794
1778,1659,Maximize Grid Happiness,maximize-grid-happiness,5429,13717
1772,1649,Create Sorted Array through Instructions,create-sorted-array-through-instructions,25570,66103
1766,1671,Minimum Number of Removals to Make Mountain Array,minimum-number-of-removals-to-make-mountain-array,29475,70731
1758,1655,Distribute Repeating Integers,distribute-repeating-integers,14627,36977
1744,1639,Number of Ways to Form a Target String Given a Dictionary,number-of-ways-to-form-a-target-string-given-a-dictionary,56282,109276
1740,1617,Count Subtrees With Max Distance Between Cities,count-subtrees-with-max-distance-between-cities,10256,15616
1733,1610,Maximum Number of Visible Points,maximum-number-of-visible-points,40069,107325
1732,1611,Minimum One Bit Operations to Make Integers Zero,minimum-one-bit-operations-to-make-integers-zero,57919,78016
1728,1622,Fancy Sequence,fancy-sequence,11889,68985
1727,1728,Cat and Mouse II,cat-and-mouse-ii,7057,17639
1723,1601,Maximum Number of Achievable Transfer Requests,maximum-number-of-achievable-transfer-requests,55343,85829
1717,1595,Minimum Cost to Connect Two Groups of Points,minimum-cost-to-connect-two-groups-of-points,8967,18761
1710,1606,Find Servers That Handled Most Number of Requests,find-servers-that-handled-most-number-of-requests,16523,37959
1707,1585,Check If String Is Transformable With Substring Sort Operations,check-if-string-is-transformable-with-substring-sort-operations,8383,17241
1701,1579,Remove Max Number of Edges to Keep Graph Fully Traversable,remove-max-number-of-edges-to-keep-graph-fully-traversable,58333,91085
1696,1591,Strange Printer II,strange-printer-ii,10819,18335
1692,1569,Number of Ways to Reorder Array to Get Same BST,number-of-ways-to-reorder-array-to-get-same-bst,55077,102986
1691,1568,Minimum Number of Days to Disconnect Island,minimum-number-of-days-to-disconnect-island,13828,30676
1685,1563,Stone Game V,stone-game-v,19577,48143
1680,1575,Count All Possible Routes,count-all-possible-routes,57456,87847
1676,1553,Minimum Number of Days to Eat N Oranges,minimum-number-of-days-to-eat-n-oranges,35251,99965
1669,1547,Minimum Cost to Cut a Stick,minimum-cost-to-cut-a-stick,117570,190237
1668,1542,Find Longest Awesome Substring,find-longest-awesome-substring,14230,32890
1659,1537,Get the Maximum Score,get-the-maximum-score,25856,65639
1645,1521,Find a Value of a Mysterious Function Closest to Target,find-a-value-of-a-mysterious-function-closest-to-target,10007,22748
1644,1520,Maximum Number of Non-Overlapping Substrings,maximum-number-of-non-overlapping-substrings,16060,41040
1638,1515,Best Position for a Service Centre,best-position-for-a-service-centre,14032,39345
1637,1531,String Compression II,string-compression-ii,97846,185784
1633,1526,Minimum Number of Increments on Subarrays to Form a Target Array,minimum-number-of-increments-on-subarrays-to-form-a-target-array,38320,54903
1629,1505,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits,10072,25606
1622,1499,Max Value of Equation,max-value-of-equation,42511,96150
1617,1510,Stone Game IV,stone-game-iv,71937,120295
1613,1489,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,53141,78258
1587,1494,Parallel Courses II,parallel-courses-ii,18123,61244
1583,1473,Paint House III,paint-house-iii,61483,100815
1577,1467,Probability of a Two Boxes Having The Same Number of Distinct Balls,probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,8408,13833
1571,1478,Allocate Mailboxes,allocate-mailboxes,24093,43642
1569,1458,Max Dot Product of Two Subsequences,max-dot-product-of-two-subsequences,77531,124074
1563,1453,Maximum Number of Darts Inside of a Circular Dartboard,maximum-number-of-darts-inside-of-a-circular-dartboard,6086,16111
1559,1463,Cherry Pickup II,cherry-pickup-ii,169327,235498
1555,1444,Number of Ways of Cutting a Pizza,number-of-ways-of-cutting-a-pizza,67377,108282
1550,1439,Find the Kth Smallest Sum of a Matrix With Sorted Rows,find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,33730,54833
1545,1449,Form Largest Integer With Digits That Add up to Target,form-largest-integer-with-digits-that-add-up-to-target,17586,36572
1535,1420,Build Array Where You Can Find The Maximum Exactly K Comparisons,build-array-where-you-can-find-the-maximum-exactly-k-comparisons,63958,93168
1531,1434,Number of Ways to Wear Different Hats to Each Other,number-of-ways-to-wear-different-hats-to-each-other,14709,33726
1527,1411,Number of Ways to Paint N × 3 Grid,number-of-ways-to-paint-n-3-grid,33257,52410
1522,1406,Stone Game III,stone-game-iii,87828,137083
1517,1416,Restore The Array,restore-the-array,58144,121740
1513,1397,Find All Good Strings,find-all-good-strings,6447,15315
1508,1392,Longest Happy Prefix,longest-happy-prefix,42517,92794
1503,1402,Reducing Dishes,reducing-dishes,141138,185151
1499,1383,Maximum Performance of a Team,maximum-performance-of-a-team,93829,196196
1493,1377,Frog Position After T Seconds,frog-position-after-t-seconds,29403,82840
1489,1388,Pizza With 3n Slices,pizza-with-3n-slices,23850,46252
1485,1368,Minimum Cost to Make at Least One Valid Path in a Grid,minimum-cost-to-make-at-least-one-valid-path-in-a-grid,46714,75315
1479,1354,Construct Target Array With Multiple Sums,construct-target-array-with-multiple-sums,66181,182867
1475,1373,Maximum Sum BST in Binary Tree,maximum-sum-bst-in-binary-tree,70734,172744
1471,1349,Maximum Students Taking Exam,maximum-students-taking-exam,16154,32088
1466,1340,Jump Game V,jump-game-v,31865,50381
1461,1359,Count All Valid Pickup and Delivery Options,count-all-valid-pickup-and-delivery-options,122118,187529
1457,1335,Minimum Difficulty of a Job Schedule,minimum-difficulty-of-a-job-schedule,193413,324467
1451,1326,Minimum Number of Taps to Open to Water a Garden,minimum-number-of-taps-to-open-to-water-a-garden,131403,257699
1447,1345,Jump Game IV,jump-game-iv,143825,311069
1443,1320,Minimum Distance to Type a Word Using Two Fingers,minimum-distance-to-type-a-word-using-two-fingers,31195,52706
1437,1312,Minimum Insertion Steps to Make a String Palindrome,minimum-insertion-steps-to-make-a-string-palindrome,164050,232846
1433,2227,Encrypt and Decrypt Strings,encrypt-and-decrypt-strings,12457,31019
1429,1307,Verbal Arithmetic Puzzle,verbal-arithmetic-puzzle,13010,38186
1424,1298,Maximum Candies You Can Get from Boxes,maximum-candies-you-can-get-from-boxes,16325,28043
1414,1293,Shortest Path in a Grid with Obstacles Elimination,shortest-path-in-a-grid-with-obstacles-elimination,208313,460649
1409,1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,32771,45463
1403,1278,Palindrome Partitioning III,palindrome-partitioning-iii,28045,45990
1398,1269,Number of Ways to Stay in the Same Place After Some Steps,number-of-ways-to-stay-in-the-same-place-after-some-steps,90792,180080
1393,2218,Maximum Value of K Coins From Piles,maximum-value-of-k-coins-from-piles,65237,107673
1389,1263,Minimum Moves to Move a Box to Their Target Location,minimum-moves-to-move-a-box-to-their-target-location,27835,56781
1381,1255,Maximum Score Words Formed by Letters,maximum-score-words-formed-by-letters,37861,52170
1376,2312,Selling Pieces of Wood,selling-pieces-of-wood,10237,20648
1372,1250,Check If It Is a Good Array,check-if-it-is-a-good-array,22716,38239
1367,1691,Maximum Height by Stacking Cuboids ,maximum-height-by-stacking-cuboids,27059,47526
1361,1240,Tiling a Rectangle with the Fewest Squares,tiling-a-rectangle-with-the-fewest-squares,23414,43169
1356,2193,Minimum Number of Moves to Make Palindrome,minimum-number-of-moves-to-make-palindrome,22609,44385
1352,1235,Maximum Profit in Job Scheduling,maximum-profit-in-job-scheduling,303964,557027
1348,2321,Maximum Score Of Spliced Array,maximum-score-of-spliced-array,18526,32758
1344,1224,Maximum Equal Frequency,maximum-equal-frequency,14918,40232
1343,1223,Dice Roll Simulation,dice-roll-simulation,29235,59616
1337,1206,Design Skiplist,design-skiplist,22354,36560
1336,1960,Maximum Product of the Length of Two Palindromic Substrings,maximum-product-of-the-length-of-two-palindromic-substrings,3480,11474
1332,1220,Count Vowels Permutation,count-vowels-permutation,166422,268491
1326,1862,Sum of Floored Pairs,sum-of-floored-pairs,9030,31472
1322,1210,Minimum Moves to Reach Target with Rotations,minimum-moves-to-reach-target-with-rotations,9463,19136
1313,1916,Count Ways to Build Rooms in an Ant Colony,count-ways-to-build-rooms-in-an-ant-colony,7072,14565
1309,1203,Sort Items by Groups Respecting Dependencies,sort-items-by-groups-respecting-dependencies,53771,80709
1305,1944,Number of Visible People in a Queue,number-of-visible-people-in-a-queue,53016,76217
1300,1192,Critical Connections in a Network,critical-connections-in-a-network,227062,407783
1296,1483,Kth Ancestor of a Tree Node,kth-ancestor-of-a-tree-node,35258,101748
1290,1187,Make Array Strictly Increasing,make-array-strictly-increasing,57327,98299
1286,1425,Constrained Subsequence Sum,constrained-subsequence-sum,76361,134642
1282,1178,Number of Valid Words for Each Puzzle,number-of-valid-words-for-each-puzzle,30895,66133
1277,1363,Largest Multiple of Three,largest-multiple-of-three,20001,61303
1270,1172,Dinner Plate Stacks,dinner-plate-stacks,18093,55308
1262,1157,Online Majority Element In Subarray,online-majority-element-in-subarray,16548,39899
1257,1632,Rank Transform of a Matrix,rank-transform-of-a-matrix,21869,53461
1255,1330,Reverse Subarray To Maximize Array Value,reverse-subarray-to-maximize-array-value,5821,14142
1251,1147,Longest Chunked Palindrome Decomposition,longest-chunked-palindrome-decomposition,23781,40544
1244,1316,Distinct Echo Substrings,distinct-echo-substrings,16377,32590
1234,1301,Number of Paths with Max Score,number-of-paths-with-max-score,13261,33704
1224,1289,Minimum Falling Path Sum II,minimum-falling-path-sum-ii,139226,216137
1223,1627,Graph Connectivity With Threshold,graph-connectivity-with-threshold,17267,36789
1220,1125,Smallest Sufficient Team,smallest-sufficient-team,62084,111586
1197,1106,Parsing A Boolean Expression,parsing-a-boolean-expression,29601,50101
1188,1096,Brace Expansion II,brace-expansion-ii,24673,38758
1185,1095,Find in Mountain Array,find-in-mountain-array,137732,340795
1170,1092,Shortest Common Supersequence ,shortest-common-supersequence,111369,188788
1145,1074,Number of Submatrices That Sum to Target,number-of-submatrices-that-sum-to-target,152607,205047
1133,1163,Last Substring in Lexicographical Order,last-substring-in-lexicographical-order,34354,99397
1122,1044,Longest Duplicate Substring,longest-duplicate-substring,68067,222932
1106,1036,Escape a Large Maze,escape-a-large-maze,21506,61782
1097,1032,Stream of Characters,stream-of-characters,88965,171121
1093,1028,Recover a Tree From Preorder Traversal,recover-a-tree-from-preorder-traversal,50229,67565
1057,1012,Numbers With Repeated Digits,numbers-with-repeated-digits,16676,39641
1043,1001,Grid Illumination,grid-illumination,20591,56117
1042,1000,Minimum Cost to Merge Stones,minimum-cost-to-merge-stones,39097,90924
1038,996,Number of Squareful Arrays,number-of-squareful-arrays,38998,77848
1037,995,Minimum Number of K Consecutive Bit Flips,minimum-number-of-k-consecutive-bit-flips,34828,67532
1034,992,Subarrays with K Different Integers,subarrays-with-k-different-integers,209348,331927
1029,987,Vertical Order Traversal of a Binary Tree,vertical-order-traversal-of-a-binary-tree,421680,887658
1024,982,Triples with Bitwise AND Equal To Zero,triples-with-bitwise-and-equal-to-zero,17500,30166
1022,980,Unique Paths III,unique-paths-iii,199785,244495
1017,975,Odd Even Jump,odd-even-jump,84186,211116
1012,972,Equal Rational Numbers,equal-rational-numbers,7288,16632
1008,968,Binary Tree Cameras,binary-tree-cameras,137723,295424
1004,964,Least Operators to Express Number,least-operators-to-express-number,9822,20294
1000,960,Delete Columns to Make Sorted III,delete-columns-to-make-sorted-iii,14313,24733
993,956,Tallest Billboard,tallest-billboard,58372,111583
989,952,Largest Component Size by Common Factor,largest-component-size-by-common-factor,53384,131299
980,943,Find the Shortest Superstring,find-the-shortest-superstring,28699,65445
977,940,Distinct Subsequences II,distinct-subsequences-ii,39093,90663
973,936,Stamping The Sequence,stamping-the-sequence,58335,93363
964,928,Minimize Malware Spread II,minimize-malware-spread-ii,22109,50733
963,927,Three Equal Parts,three-equal-parts,29797,74910
960,924,Minimize Malware Spread,minimize-malware-spread,51433,122225
956,920,Number of Music Playlists,number-of-music-playlists,69254,114488
949,913,Cat and Mouse,cat-and-mouse,19490,57391
942,906,Super Palindromes,super-palindromes,24113,62087
939,903,Valid Permutations for DI Sequence,valid-permutations-for-di-sequence,15687,27304
938,902,Numbers At Most N Given Digit Set,numbers-at-most-n-given-digit-set,44249,104329
935,899,Orderly Queue,orderly-queue,69442,105279
931,895,Maximum Frequency Stack,maximum-frequency-stack,172457,259931
927,891,Sum of Subsequence Widths,sum-of-subsequence-widths,21078,55774
923,887,Super Egg Drop,super-egg-drop,71059,256937
918,882,Reachable Nodes In Subdivided Graph,reachable-nodes-in-subdivided-graph,27466,54586
911,879,Profitable Schemes,profitable-schemes,62566,129365
910,878,Nth Magical Number,nth-magical-number,38177,107918
902,871,Minimum Number of Refueling Stops,minimum-number-of-refueling-stops,135221,337620
895,864,Shortest Path to Get All Keys,shortest-path-to-get-all-keys,75415,140614
894,710,Random Pick with Blacklist,random-pick-with-blacklist,41732,124870
892,862,Shortest Subarray with Sum at Least K,shortest-subarray-with-sum-at-least-k,98519,378817
887,857,Minimum Cost to Hire K Workers,minimum-cost-to-hire-k-workers,133155,210718
884,854,K-Similar Strings,k-similar-strings,45764,114798
880,850,Rectangle Area II,rectangle-area-ii,34842,64365
877,847,Shortest Path Visiting All Nodes,shortest-path-visiting-all-nodes,122523,187333
873,843,Guess the Word,guess-the-word,142916,363730
869,839,Similar String Groups,similar-string-groups,119273,217360
863,834,Sum of Distances in Tree,sum-of-distances-in-tree,153533,235476
856,829,Consecutive Numbers Sum,consecutive-numbers-sum,85948,205662
855,828,Count Unique Characters of All Substrings of a Given String,count-unique-characters-of-all-substrings-of-a-given-string,71548,136679
854,827,Making A Large Island,making-a-large-island,172561,365772
836,818,Race Car,race-car,87325,199920
833,815,Bus Routes,bus-routes,201079,420047
828,810,Chalkboard XOR Game,chalkboard-xor-game,10720,18018
823,805,Split Array With Same Average,split-array-with-same-average,35234,138911
821,803,Bricks Falling When Hit,bricks-falling-when-hit,30206,87044
819,801,Minimum Swaps To Make Sequences Increasing,minimum-swaps-to-make-sequences-increasing,76350,191293
814,798,Smallest Rotation with Highest Score,smallest-rotation-with-highest-score,13700,26781
809,793,Preimage Size of Factorial Zeroes Function,preimage-size-of-factorial-zeroes-function,18351,41475
798,782,Transform to Chessboard,transform-to-chessboard,17559,34482
796,780,Reaching Points,reaching-points,66146,199399
